Impact ID,Gauge,RLOI_ID,Value,Units,ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source,Longitude,Latitude
510,Bridgehouse Beck at Oxenhope,9039,0.53,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
511,Bridgehouse Beck at Oxenhope,9039,0.61,mALD,Peak level - 26th December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
512,Bridgehouse Beck at Oxenhope,9039,0.65,mALD,"Properties begin to flood in this area when the gauge records a
level above 0.65m.",Property flooding Oxenhope,Property flooding at Oxenhope,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.95041,53.811711
513,River Worth at Oakworth Mytholmes Lane,8303,1.26,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
514,River Worth at Oakworth Mytholmes Lane,8303,1.27,mALD,Peak Level 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
515,River Worth at Oakworth Mytholmes Lane,8303,1.4,mALD,Peak Level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
516,River Worth at Oakworth Mytholmes Lane,8303,1.86,mALD,Peak level - 26th December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
517,River Worth at Oakworth Mytholmes Lane,8303,1.45,mALD,"Grey scar road Properties begin to flood in this area when the gauge records a
level above 1.45m.",Property flooding Grey Scar Road,"Property flooding Grey Scar Road, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.963416,53.846578
518,River Worth at Oakworth Mytholmes Lane,8303,1.5,mALD,"Bridghouse lane Properties begin to flood in this area when the gauge records a
level above 1.5m.",Property flooding Bridghouse Lane,"Property flooding on Bridghouse Lane, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.949551,53.828878
519,River Worth at Keighley,8109,1.57,mALD,Peak on 09/06/2014. 3 properties flooded.,Property flooding Keighley,Property flooding at Keighley,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.902789,53.866242
520,River Worth at Keighley,8109,1.61,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
521,River Worth at Keighley,8109,1.79,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
522,River Worth at Keighley,8109,1.96,mALD,Peak Level - November 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
523,River Worth at Keighley,8109,2.15,mALD,Peak Level - August 2004 (flooding to Morrisons and garage on North Beck),Property flooding North Beck,"Property flooding at North Beck, Keighley",Property Impact,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.941529,53.86129
524,River Worth at Keighley,8109,2.17,mALD,Peak level - 26th December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
525,River Worth at Keighley,8109,1.86,mALD,"Aireworth Properties begin to flood in this area when the gauge records a
level above 1.86m.",Property flooding Aireworth,"Property flooding at Aireworth, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.913752,53.864524
526,River Worth at Keighley,8109,2.15,mALD,"Holme Mill Way Properties begin to flood in this area when the gauge records a
level above 2.15m.",Property flooding Holme Mill Lane,"Property flooding on  Holme Mill Lane, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.929252,53.863348
527,River Worth at Keighley,8109,2.17,mALD,"Damems road Properties begin to flood in this area when the gauge records a
level above 2.17m.",Property flooding Damems Road,"Property flooding on Damems Road, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.92115,53.847244
528,River Worth at Keighley Dalton Lane,9037,1.89,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
529,River Worth at Keighley Dalton Lane,9037,2.03,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
530,River Worth at Keighley Dalton Lane,9037,2.93,mALD,Peak level - 26th December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
531,Farnley Beck at Pudsey,8306,0.97,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
532,Farnley Beck at Pudsey,8306,1.12,mALD,Peal Level - 24 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,,
533,Farnley Beck at Pudsey,8306,1.5,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
534,Farnley Beck at Pudsey,8306,1.25,mALD,"Butt Lane Properties begin to flood in this area when the gauge records a
level above 1.25m.",Property flooding Butt Lane,"Property flooding on Butt Lane, Pudsey",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.621213,53.794564
535,Farnley Beck at Pudsey,8306,1.25,mALD,"First property to flood is 217 Pudsey Road. (1 property)
At least 6 properties were flooded in June 2007.",Property flooding Pudsey Road,"Property flooding on Pudsey Road, Pudsey",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.628893,53.798384
536,Wyke Beck at Gipton South Parkway,8251,0.32,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
537,Wyke Beck at Gipton South Parkway,8251,0.79,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
538,Wyke Beck at Gipton South Parkway,8251,1.52,mALD,Peak Level - 20 June 2007 (onset of property flooding),Property flooding Gipton South Parkway,"Property flooding on Gipton South Parkway, Leeds",Property Impact,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.481716,53.812677
539,Wyke Beck at Gipton South Parkway,8251,1.72,mALD,Peak Level - 21 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
540,Wyke Beck at Gipton South Parkway,8251,1.99,mALD,Peak Level - 25 June 2007 (>50 properties flooded),Property flooding Gipton South Parkway,"Property flooding on Gipton South Parkway, Leeds",Property Impact,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.481716,53.812677
541,Wyke Beck at Halton,8316,0.54,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
542,Wyke Beck at Halton,8316,1.14,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
543,Wyke Beck at Halton,8316,1.74,mALD,Peak Level - 23 August 2017,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2017,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
544,Oulton Beck at Farrer Lane,8075,0.63,mALD,Peak Level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
545,Wash Dike at Pontefract Wash Dike,8304,1.53,mALD,"Peak Level - June 2007 (screen clear, 6 properties flooded). Before channel
capacity increased by EA works.",Property flooding Pontefract,Property flooding at Pontefract,Property Impact,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.286874,53.701187
546,Wash Dike at Pontefract Wash Dike,8304,1.57,mALD,"Peak Level - 23 June 2014 (0 properties flooded). After channel capacity increased
by EA works.",Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
547,Wash Dike at Pontefract Wash Dike,8304,1.72,mALD,"Peak Level - August 2004 (3 properties and several gardens flooded near Bondgate
Pontefract and Fishergate, Ferrybridge). Before channel capacity increased by EA
works.",Property flooding Bondgate  ,"Property flooding on Bondgate, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.2936,53.699496
548,Wash Dike at Pontefract Wash Dike,8304,1.77,mALD,"Peak Level - 8 July 2014 (2 properties flooded on Atkinson Lane). After channel
capacity increased by EA works.",Property flooding Atkinson Lane,"Property flooding on Atkinson Lane, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.297417,53.696929
549,Wash Dike at Pontefract Wash Dike,8304,1.84,mALD,"Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft.",Property flooding Knottingley Road,"Property flooding on Knottingley Road, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.284269,53.700634
550,Wash Dike at Pontefract Wash Dike,8304,1.84,mALD,"Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft.",Property flooding Cavendish Avenue,"Property flooding on Cavendish Avenue, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.302147,53.702644
551,Wash Dike at Pontefract Wash Dike,8304,1.84,mALD,"Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft.",Property flooding Beech Croft,"Property flooding on Beech Croft, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.300674,53.701909
552,Wash Dike at Pontefract Wash Dike,8304,1.55,mALD,"Properties begin to flood when this gauge records a level above
1.55m",Property flooding Pontefract,Property flooding at Pontefract,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.286536,53.700827
553,Wash Dike at Pontefract Wash Dike,8304,1.4,mALD,"Also by this stage, the A645 (Bondgate/Knottingley Road) is
expected to be flooded.",Flooding on A645,Flooing on A645,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.287014,53.700278
554,Wash Dike at Ferrybridge Fishergate,8257,1.26,mALD,Peak level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
555,Wash Dike at Ferrybridge Fishergate,8257,1.26,mALD,"April 2004 - Peak Level. 12 Properties flooded due to trash screen blockage.
Before channel capacity increased by EA works.",Property flooding Fishergate,"Property flooding on Fishergate, Ferrybridge",Property Impact,2004,April,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.264235,53.710867
556,Wash Dike at Ferrybridge Fishergate,8257,1.41,mALD,"Peak Level - August 2004. 3 properties and several gardens flooded near Bondgate
Pontefract and Fishergate, Ferrybridge. Before channel capacity increased by EA
works.",Property flooding Fishergate,"Property flooding on Fishergate, Ferrybridge",Property Impact,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.264235,53.710867
557,Wash Dike at Ferrybridge Fishergate,8257,1.68,mALD,Peak level - 21 November 2016. No properties flooded.,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2016,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
558,Wash Dike at Ferrybridge Fishergate,8257,1.95,mALD,Peak Level - 8 August 2014. No properties flooded.,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
559,Walsden Water at Walsden,8211,0.48,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
560,Walsden Water at Walsden,8211,0.61,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
561,Walsden Water at Walsden,8211,0.62,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
562,Walsden Water at Walsden,8211,0.62,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
563,Walsden Water at Walsden,8211,0.65,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
564,Walsden Water at Walsden,8211,0.71,mALD,Peak Level - July 2006,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2006,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
565,Walsden Water at Walsden,8211,0.82,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
566,Walsden Water at Walsden,8211,0.53,mALD,"Properties begin to flood in this area when the gauge records a
level above 0.53",Property flooding Walsden,"Property flooding at Walsden, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.099212,53.693007
567,Walsden Water at Walsden,8211,0.53,mALD,"Property floods from river - Warehouse adjacent to Walsden
Water. Railway line floods at this level and flooding to properties
in Walsden adjacent to the railway station is likely.",Flooding to rail line,"Flooding to rail line, Walsden, Todmorden",Rail Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.099212,53.693007
568,Walsden Water at Walsden,8211,0.87,mALD,"gauxholmeProperties begin to flood in this area when the gauge records a
level above 0.87.",Property flooding Gauxholme Fold,"Property flooding on Gauxholme Fold, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.107724,53.704319
569,Walsden Water at Walsden,8211,0.96,mALD,Widespread flooding in Walsden,Flooding in Walsden,Flooding in Walsden area,Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.099212,53.693007
570,Walsden Water at Walsden,8211,1.1,mALD,First property to flood on Ramsden Street.,Property flooding Ramsden Street,"Property flooding on Ramsden Street, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.103114,53.688817
571,Walsden Water at Todmorden Salford,8310,1.54,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
572,Walsden Water at Todmorden Salford,8310,1.93,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
573,Walsden Water at Todmorden Salford,8310,3.09,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
574,River Calder at Portsmouth Lennox Road,8305,0.97,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
575,River Calder at Portsmouth Lennox Road,8305,1.15,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
576,River Calder at Portsmouth Lennox Road,8305,1.3,mALD,"River Calder at Cornholme, Lydgate and Todmorden High School Properties begin to flood in this area when the gauge records a
level above 1.30.",Property flooding Cornholme,"Property flooding at Cornholme, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.141245,53.734825
577,River Calder at Portsmouth Lennox Road,8305,1.3,mALD,"River Calder at Cornholme, Lydgate and Todmorden High School Properties begin to flood in this area when the gauge records a
level above 1.30.",Property flooding Lydgate,"Property flooding at Lydgate, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.119924,53.72587
578,River Calder at Portsmouth Lennox Road,8305,1.3,mALD,Onset of flooding at Harley Wood,Flooding on Harley Wood,"Flooding on Harley Wood, Todmorden",Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.11618,53.726116
579,River Calder at Portsmouth Lennox Road,8305,1.67,mALD,Flooding at Cornholme,Flooding in Cornholme,Flooding in Cornholme area,Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.141245,53.734825
580,River Calder at Todmorden,8205,1.35,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
581,River Calder at Todmorden,8205,1.51,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,jUNE,EMERGENCY RESPONSE PROCEDURES MANUAL,,
582,River Calder at Todmorden,8205,1.82,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
583,River Calder at Todmorden,8205,1.91,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
584,River Calder at Todmorden,8205,1.93,mALD,Peak Level - 1960,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1960,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
585,River Calder at Todmorden,8205,1.98,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
586,River Calder at Todmorden,8205,2.22,mALD,Peak Level - July 2006,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2006,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
587,River Calder at Todmorden,8205,2.36,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
588,River Calder at Todmorden,8205,2.67,mALD,Peak Level - 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
589,River Calder at Todmorden,8205,2.69,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
590,River Calder at Todmorden,8205,2.77,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
591,River Calder at Todmorden,8205,1.72,mALD,"Millwood Todmorden Properties begin to flood in this area when the gauge records a
level above 1.72",Property flooding Millwood Lane,"Property flooding at Millwood Lane, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.083577,53.716521
592,River Calder at Todmorden,8205,1.9,mALD,"Central todmorden Properties begin to flood from the River Calder when the gauge
reads above 1.90.",Property flooding Todmorden,Property flooding at Todmorden (central),Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.096052,53.715028
593,River Calder at Todmorden,8205,2.28,mALD,"Patmos Burnley Road Properties begin to flood in this area when the gauge records a
level above 2.28.",Property flooding Burnley Road,"Property flooding on Burnley Road, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.130783,53.730177
594,River Calder at Todmorden,8205,2.45,mALD,"Harley Wood Properties begin to flood in this area when the gauge records a
level above 2.45",Property flooding Harley Wood,"Property flooding on Harley Road, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.11618,53.726116
595,River Calder at Todmorden,8205,2.49,mALD,"Widespread flooding inbetween Victoria Road and Stansfield
Road.",Property flooding Victoria Road,"Property flooding on Victoria Road, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.09629,53.719312
596,River Calder at Todmorden Callis Bridge,8343,1.6,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
597,River Calder at Todmorden Callis Bridge,8343,2.23,mALD,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
598,River Calder at Todmorden Callis Bridge,8343,2.53,mALD,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
599,River Calder at Todmorden Callis Bridge,8343,1.67,mALD,"TODMORDEN TO EASTWOOD Properties begin to flood in this area when the gauge records a
level above 1.67.",Property flooding A646,Property flooding on A646 Todmorden to Eastwood,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
600,River Calder at Todmorden Callis Bridge,8343,1.65,mALD,"CHARLESTOWN Properties begin to flood in this area when the gauge records a
level above 1.65.",Property flooding Charlestown,"Property flooding at Charlestown, Hebden Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.042278,53.736626
601,River Calder at Todmorden Callis Bridge,8343,1.78,mALD,"EASTWOOD Properties begin to flood in this area when the gauge records a
level above 1.78.",Property flooding Eastwood,"Property flooding at Eastwood, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.052351,53.728588
602,River Calder at Todmorden Callis Bridge,8343,1.65,mALD,"First properties to flood are along Halifax Road upstream and
downstream of Callis Bridge.",Property flooding Halifax Road,"Property flooding on Halifax Road, Hebden Bridge",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.042438,53.735577
603,River Calder at Hebden Bridge,8097,1.98,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
604,River Calder at Hebden Bridge,8097,2.14,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
605,River Calder at Hebden Bridge,8097,2.26,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
606,River Calder at Hebden Bridge,8097,2.28,mALD,Peak Level - July 2006,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2006,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
607,River Calder at Hebden Bridge,8097,2.68,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
