Impact ID,Gauge,RLOI_ID,Value,Units,"Gaugelocation (Longtitude, Latitude)","Location (Longtitude, Latitude)",ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source
593,River Calder at Todmorden,8205,2.28,mALD,,"-2.130783,53.730177","Patmos Burnley Road Properties begin to flood in this area when the gauge records a
level above 2.28.",Property flooding Burnley Road,"Property flooding on Burnley Road, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
594,River Calder at Todmorden,8205,2.45,mALD,,"-2.116180,53.726116","Harley Wood Properties begin to flood in this area when the gauge records a
level above 2.45",Property flooding Harley Wood,"Property flooding on Harley Road, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
595,River Calder at Todmorden,8205,2.49,mALD,,"-2.096290,53.719312","Widespread flooding inbetween Victoria Road and Stansfield
Road.",Property flooding Victoria Road,"Property flooding on Victoria Road, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
172,River Ouse at Viking Recorder,8208,4.17,mALD,,"-1.086007,53.957770","February 1991 -
? 37 properties flooded in York City Centre",Property flooding York,Property flooding at York city centre,Property Impact,1991,February,EMERGENCY RESPONSE PROCEDURES MANUAL
173,River Ouse at Viking Recorder,8208,4.47,mALD,,"-1.070688,53.931531",23 Jan 2008 - A19 closed at Fulford,Flooding on A19,Flooding on A19 at Fulford,Road Impact,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
174,River Ouse at Viking Recorder,8208,4.47,mALD,"-1.085536,53.958791",,01-Jan-13,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2013,January,EMERGENCY RESPONSE PROCEDURES MANUAL
175,River Ouse at Viking Recorder,8208,4.47,mALD,,"-1.086007,53.957770","January 2008 -
? 20 properties flooded in York City Centre",Property flooding York,Property flooding at York city centre,Property Impact,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
176,River Ouse at Viking Recorder,8208,4.47,mALD,,"-1.086007,53.957770",01 Jan 2013 - 15 properties flooded in York City Centre,Property flooding York,Property flooding at York city centre,Property Impact,2013,January,EMERGENCY RESPONSE PROCEDURES MANUAL
177,River Ouse at Viking Recorder,8208,4.57,mALD,"-1.085536,53.958791",,Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
178,River Ouse at Viking Recorder,8208,4.57,mALD,,"-1.084010,53.955948",28 Nov 2012 - Skeldergate and River street flooded,Property flooding Skeldergate,"Property flooding on Skeldergate, York",Property Impact,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
179,River Ouse at Viking Recorder,8208,4.57,mALD,,"-1.081210,53.952268",28 Nov 2012 - Skeldergate and River street flooded,Property flooding River Street,"Property flooding on River Street, York",Property Impact,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
180,River Ouse at Viking Recorder,8208,5.07,mALD,"-1.085536,53.958791",,Sep-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
181,River Ouse at Viking Recorder,8208,5.1,mALD,,"-1.086007,53.957770","January 1982 -
? Flood Level caused by snow melt.
? 308 properties flooded in York City Centre",Property flooding York,Property flooding at York city centre,Property Impact,1982,January,EMERGENCY RESPONSE PROCEDURES MANUAL
182,River Ouse at Viking Recorder,8208,5.4,mALD,,"-1.086007,53.957770","November 2000 -
? Highest Recorded Level
? 51 Properties in City Centre affected
? 18,700 hectares of agricultural land around York affected.
? Commercial & Industrial life in the City severely impacted as road and rail
routes into the city were affected by flood waters.",Property flooding York,Property flooding at York city centre,Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL
183,River Ouse at Viking Recorder,8208,3.4,mALD,," -1.082271,53.942186",Properties at St George''s Field in York start to flood at this level.,Property flooding St Georges field,"Property flooding at St Georges field, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
184,River Ouse at Viking Recorder,8208,4,mALD,,"-1.103156,53.902077","The road outside the Ship
Inn will be under a significant depth of water by 4.0m at the
Viking.",Flooding to Acaster Lane,"Flooding on Acaster Lane, York",Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
185,River Ouse at Viking Recorder,8208,5.1,mALD,,"-1.102104,53.966751",Properties start to flood at 5.10mStage. Clifton,Property flooding Clifton,"Property flooding at Clifton, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
186,River Ouse at Viking Recorder,8208,5,mALD,,"-1.081198,53.952313",Properties on River Street and on Lower Darnborough Street.,Property flooding River Street,"Property flooding at River Street, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
187,River Ouse at Viking Recorder,8208,5,mALD,,"-1.081435,53.951894",Properties on River Street and on Lower Darnborough Street.,Property floding Lower Darnborough Street,"Property flooding at Lower Darnborough Street, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
188,River Ouse at Viking Recorder,8208,5.5,mALD,,"-1.090702,53.961399",Properties start to flood at 5.50mStage.Marygate,Property flooding Marygate,"Property flooding at Marygate, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
189,River Ouse at Viking Recorder,8208,5.5,mALD,,",-1.085676,53.958383",Properties start to flood at 5.50mStage.North Street,Property flooding North Street,"Property flooding at North Street, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
190,River Ouse at Viking Recorder,8208,5.5,mALD,,"-1.086007,53.957770",Properties start to flood at 5.50mStage.York city centre,Property flooding York,Property flooding at York city centre,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
713,River Calder at Wakefield,8209,0.98,mALD,"-1.491306,53.677173",,Peak Level - December 1991,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1991,December,EMERGENCY RESPONSE PROCEDURES MANUAL
714,River Calder at Wakefield,8209,0.99,mALD,"-1.491306,53.677173",,Peak Level - October 1998,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1998,October,EMERGENCY RESPONSE PROCEDURES MANUAL
715,River Calder at Wakefield,8209,1.07,mALD,"-1.491306,53.677173",,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL
716,River Calder at Wakefield,8209,1.09,mALD,"-1.491306,53.677173",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
717,River Calder at Wakefield,8209,1.09,mALD,"-1.491306,53.677173",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
718,River Calder at Wakefield,8209,1.11,mALD,"-1.491306,53.677173",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
719,River Calder at Wakefield,8209,1.17,mALD,"-1.491306,53.677173",,Peak Level - March 1998,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1998,March,EMERGENCY RESPONSE PROCEDURES MANUAL
720,River Calder at Wakefield,8209,1.2,mALD,"-1.491306,53.677173",,Peak Level - April 1970,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1970,April,EMERGENCY RESPONSE PROCEDURES MANUAL
721,River Calder at Wakefield,8209,1.21,mALD,"-1.491306,53.677173",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
722,River Calder at Wakefield,8209,1.29,mALD,"-1.491306,53.677173",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
723,River Calder at Wakefield,8209,1.42,mALD,"-1.491306,53.677173",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
724,River Calder at Wakefield,8209,1.43,mALD,,"-1.506550,53.682592",Approximate onset of flooding in Wakefield (if flood gates are closed),Flooding at Wakefield,Flooding at Wakefield,Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
725,River Calder at Wakefield,8209,1.44,mALD,"-1.491306,53.677173",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
726,River Calder at Wakefield,8209,1.62,mALD,"-1.491306,53.677173",,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
727,River Calder at Wakefield,8209,1.9,mALD,,"-1.483156,53.672779","fall ings Onset of property flooding in this area when the gauge records
a level above 1.90",Property flooding Fall Ings Road,"Property flooding Fall Ings Road, Wakefield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
728,River Calder at Wakefield,8209,1.9,mALD,,"-1.521573,53.671010","Thornes and Calder Vale Properties begin to flood in this area when the gauge records a
level above 1.900",Property flooding Thornes,"Property flooding at Thornes, Wakefield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
729,River Calder at Wakefield,8209,1.9,mALD,,"-1.543809,53.654671","Thornes and Calder Vale Properties begin to flood in this area when the gauge records a
level above 1.900",Property flooding Calder Vale,"Property flooding Calder Vale, Wakefield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1237,River Calder at Wakefield,8209,1.25,mALD,"-1.491306,53.677173",,,Wakefield flood gates close,Wakefield flood gates close,Community Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1050,River Went at Walden Stubbs,8210,1.39,mALD,"-1.168065,53.64031",,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1051,River Went at Walden Stubbs,8210,1.53,mALD,"-1.168065,53.64031",,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
1052,River Went at Walden Stubbs,8210,1.68,mALD,"-1.168065,53.64031",,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
1053,River Went at Walden Stubbs,8210,1.82,mALD,"-1.168065,53.64031",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
1054,River Went at Walden Stubbs,8210,2.2,mALD,"-1.168065,53.64031",,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
559,Walsden Water at Walsden,8211,0.48,mALD,"-2.101414,53.690792",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
560,Walsden Water at Walsden,8211,0.61,mALD,"-2.101414,53.690792",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
561,Walsden Water at Walsden,8211,0.62,mALD,"-2.101414,53.690792",,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
562,Walsden Water at Walsden,8211,0.62,mALD,"-2.101414,53.690792",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
563,Walsden Water at Walsden,8211,0.65,mALD,"-2.101414,53.690792",,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
564,Walsden Water at Walsden,8211,0.71,mALD,"-2.101414,53.690792",,Peak Level - July 2006,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2006,June,EMERGENCY RESPONSE PROCEDURES MANUAL
565,Walsden Water at Walsden,8211,0.82,mALD,"-2.101414,53.690792",,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL
566,Walsden Water at Walsden,8211,0.53,mALD,,"-2.099212,53.693007","Properties begin to flood in this area when the gauge records a
level above 0.53",Property flooding Walsden,"Property flooding at Walsden, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
567,Walsden Water at Walsden,8211,0.53,mALD,,"-2.099212,53.693007","Property floods from river - Warehouse adjacent to Walsden
Water. Railway line floods at this level and flooding to properties
in Walsden adjacent to the railway station is likely.",Flooding to rail line,"Flooding to rail line, Walsden, Todmorden",Rail Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
568,Walsden Water at Walsden,8211,0.87,mALD,,"-2.107724,53.704319","gauxholmeProperties begin to flood in this area when the gauge records a
level above 0.87.",Property flooding Gauxholme Fold,"Property flooding on Gauxholme Fold, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
569,Walsden Water at Walsden,8211,0.96,mALD,,"-2.099212,53.693007",Widespread flooding in Walsden,Flooding in Walsden,Flooding in Walsden area,Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
570,Walsden Water at Walsden,8211,1.1,mALD,,"-2.103114,53.688817",First property to flood on Ramsden Street.,Property flooding Ramsden Street,"Property flooding on Ramsden Street, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
297,Tide at Whitby,8216,3.61,mALD,"-0.614597,54.489967",,27-Nov-11,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2011,November,EMERGENCY RESPONSE PROCEDURES MANUAL
298,Tide at Whitby,8216,4.32,mALD,,"-0.612266,54.489617","5 Dec 2013 -
East Coast Tidal Surge: 80 residential properties and 35 commercial properties
were flooded by exceptionally high tides.
Approximately 115 properties flooded in Whitby and tidal River Esk",Property flooding Whitby,Property flooding at Whitby,Property Impact,2013,December,EMERGENCY RESPONSE PROCEDURES MANUAL
299,Tide at Whitby,8216,3.63,mALD,,"-0.612266,54.489617","19 Mar 2007 - High tidal forecasts has given rise to flood warning conditions. 1
property flooded.",Property flooding Whitby,Property flooding at Whitby,Property Impact,2007,March,EMERGENCY RESPONSE PROCEDURES MANUAL
300,Tide at Whitby,8216,3.7,mALD,,"-0.612266,54.489617","12 Jan 2005 - Minor flooding at Whitby. Surge of 1m experienced combined with
astronomic high tides.",Property flooding Whitby,Property flooding at Whitby,,2005,January,EMERGENCY RESPONSE PROCEDURES MANUAL
301,Tide at Whitby,8216,3.73,mALD,"-0.614597,54.489967",,10-Sep-02,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,October,EMERGENCY RESPONSE PROCEDURES MANUAL
1076,River Rother at Whittington,8217,2.42,mALD,"-1.410737,53.266027",,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL
1077,River Rother at Whittington,8217,2.8,mALD,"-1.410737,53.266027",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1078,River Rother at Whittington,8217,3.24,mALD,"-1.410737,53.266027",,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1079,River Rother at Whittington,8217,3.37,mALD,"-1.410737,53.266027",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
1080,River Rother at Whittington,8217,4.04,mALD,"-1.410737,53.266027",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1081,River Rother at Whittington,8217,2.97,mALD,,"-1.323954,53.296863","renishaw Properties begin to flood in this area when the Whittington gauge
records a level above 2.97m",Property flooding Renishaw,"Property flooding at Renishaw, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1082,River Rother at Whittington,8217,3.08,mALD,," -1.351383,53.266263","Staveley Business Centre Properties begin to flood in this area when the gauge records a
level above 3.08",Property flooding Staveley,"Property flooding at Staveley, Chesterfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
29,Brompton Beck at Brompton,8224,1.874,mALD,,"-1.666919,54.390689",26 Nov 2012 - Two roads closed in the area,Property flooding Brompton,Flooding to property at Brompton On Swale,Property Impact,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
30,Brompton Beck at Brompton,8224,1.7,mALD,,"-1.415934,54.363291",Properties on Water End start to flood at this level.,Property on Water End,"Flooding to property on Water End, Brompton On Swale",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
31,Brompton Beck at Brompton,8224,1.95,mALD,,"-1.424292,54.362633","Properties on Station Road and Manor Court will start to flood at
this level.",Property flooding Station Road,"Flooding to property on Station Road, Brompton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
32,Brompton Beck at Brompton,8224,1.95,mALD,,"-1.425856,54.362318","Properties on Station Road and Manor Court will start to flood at
this level.",Property flooding Manor Court,"Flooding to property on Manor Court, Brompton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
33,Willow Beck at Northallerton,8225,1.518,mALD,"-1.442218,54.338848",,16 Apr 2005 -,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2005,April,EMERGENCY RESPONSE PROCEDURES MANUAL
34,Willow Beck at Northallerton,8225,1.646,mALD,"-1.442218,54.338848",,21-Jan-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
35,Willow Beck at Northallerton,8225,1.765,mALD,"-1.442218,54.338848",,30-Nov-09,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2009,November,EMERGENCY RESPONSE PROCEDURES MANUAL
36,Willow Beck at Northallerton,8225,1.939,mALD,"-1.442218,54.338848",,26-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
37,Willow Beck at Northallerton,8225,2.142,mALD,"-1.442218,54.338848",,25-Sep-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
38,Willow Beck at Northallerton,8225,1.5,mALD,,"-1.434075,54.341128",The flats on Friarage Street as well as the Friarage Hospital are affected at this level,Property flooding Friarage Street,"Flooding to property on Friarage Street, Northallerton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
39,Willow Beck at Northallerton,8225,1.5,mALD,,"-1.430801,54.342336",The flats on Friarage Street as well as the Friarage Hospital are affected at this level,Property flooding Friarage Hospital,"Flooding to property at Friarage hospital, Northallerton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
40,Willow Beck at Northallerton,8225,1.6,mALD,,"-1.417797,54.338355",Sun Beck at Northallerton - Properties on Bramblefields will start to flood at this level.,Property flooding Bramblefields,"Flooding to property on Bramblefields, Northallerton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
41,Willow Beck at Northallerton,8225,1.6,mALD,,"-1.441044,54.338602","Willow Beck at Northallerton - Properties on Bailey Court are
affected at this level",Property flooding Bailey Court,"Flooding to property on Bailey Court, Northallerton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
42,Willow Beck at Northallerton,8225,2.5,mALD,,"-1.419212,54.345037","Turker Beck at Northallerton - Properties along Turker Lane are
affected at this level",Property flooding Turker Lane,"Flooding to property on Turker Lane, Northallerton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
43,Willow Beck at Northallerton,8225,2.8,mALD,,"1.434047,54.339121","Willow Beck at Low Gates - Properties along High Street are
affected at this level",Property flooding High Street,"Flooding to property on High Street, Northallerton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
93,"Swinney Beck at Masham, Swinney Beck",8228,0.72,mALD,"-1.661545,54.222378",,12-Feb-14,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
94,"Swinney Beck at Masham, Swinney Beck",8228,0.748,mALD,"-1.661545,54.222378",,26-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
95,"Swinney Beck at Masham, Swinney Beck",8228,0.748,mALD,"-1.661545,54.222378",,25-Sep-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
96,"Swinney Beck at Masham, Swinney Beck",8228,0.789,mALD,"-1.661545,54.222378",,29-Nov-09,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
97,"Swinney Beck at Masham, Swinney Beck",8228,0.845,mALD,"-1.661545,54.222378",,21-Jan-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
119,Bishop Monkton Beck at Bishop Monkton,8229,0.624,mALD,"-1.497502,54.090598",,27-Jan-13,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
120,Bishop Monkton Beck at Bishop Monkton,8229,0.653,mALD,"-1.497502,54.090598",,17-Aug-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
121,Bishop Monkton Beck at Bishop Monkton,8229,0.678,mALD,"-1.497502,54.090598",,21-Jan-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
122,Bishop Monkton Beck at Bishop Monkton,8229,0.751,mALD,,"-1.527031,54.102130",26 Nov 2012 - Drivers were diverted down the minor lanes after police closed the main A61 trunk road.,Flooding on A61,Flooding on A61 at Bishop Monkton,Road Impact,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
123,Bishop Monkton Beck at Bishop Monkton,8229,0.838,mALD,,"-1.504524,54.093537","24 Sep 2012 - Residents report that bottom of village cut off
Gate into field blocked off with sandbags to prevent water going round the back of
the terrace to flood properties. This may have had an impact on the amount of water
on the road and in the beck. Flooded underneath railway bridge on road between
Bishop Monkton and Ripon. Flooded road 3 foot deep (therefore impassible) near
Newby Hall due to Holbeck.
Bishop Monkton to Roecliffe - C263 Low Road closed due to flooding",Property flooding Bishop Monkton,Property flooding at Bishop Monkton,Property Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
124,Bishop Monkton Beck at Bishop Monkton,8229,0.6,mALD,,"-1.504524,54.093537",Properties in Bishop Monkton begin to flood at this level.,Property flooding Bishop Monkton,Property flooding at Bishop Monkton,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
277,Hovingham Beck at Hovingham,8230,0.625,mALD,"-0.984145,54.173347",,09-Aug-14,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,August,EMERGENCY RESPONSE PROCEDURES MANUAL
278,Hovingham Beck at Hovingham,8230,0.64,mALD,"-0.984145,54.173347",,03-Oct-10,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2010,October,EMERGENCY RESPONSE PROCEDURES MANUAL
279,Hovingham Beck at Hovingham,8230,0.656,mALD,,"-0.980629,54.173740","25 Sep 2012 - Patrol photos show High levels in Hovingham Beck near Brookside,
with flooding onto the road",Property flooding Brookside,"Property flooding at Brookside, Hovingham",Property Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
